Date,Open,High,Low,Close,Volume
2017-01-03 05:00:00,56.48823180264094,56.53321298518354,55.894471270283574,56.29930877685547,20694100
2017-01-04 05:00:00,56.209351714805024,56.45225425649498,55.885481659218414,56.04741668701172,21340000
2017-01-05 05:00:00,55.94845601093305,56.37128674259833,55.80451414532176,56.04741668701172,24876000
2017-01-06 05:00:00,56.04742089334423,56.81211490016805,55.813516631113266,56.533226013183594,19922900
2017-01-09 05:00:00,56.46124991532337,56.74913708243749,56.26333199222875,56.353294372558594,20382700
2017-01-10 05:00:00,56.4342687644799,56.740145699457244,56.02943113997383,56.33530807495117,18593000
2017-01-11 05:00:00,56.32631073101686,56.884085082554975,56.16437568833723,56.84809875488281,21517300
2017-01-12 05:00:00,56.731131431366634,57.03700826173597,55.73253344304779,56.3262939453125,20968200
2017-01-13 05:00:00,56.33529588123824,56.56020524263298,56.09239335911058,56.40726852416992,19422300
2017-01-17 05:00:00,56.38928814565246,56.40728131046403,55.80452230073473,56.25434112548828,20664000
2017-01-18 05:00:00,56.3802850678023,56.40727652865416,55.88548508888809,56.22734832763672,19670100
2017-01-19 05:00:00,55.99344063231047,56.659170473820915,55.95745430794645,56.04741668701172,18451700
2017-01-20 05:00:00,56.380270977094526,56.51521795209254,56.11038045894262,56.4432487487793,30213500
2017-01-23 05:00:00,56.40727768198708,56.78512382318885,56.2903238341577,56.64118194580078,23097600
2017-01-24 05:00:00,56.85709382821957,57.34289892870727,56.62318614346108,57.14497756958008,24672900
2017-01-25 05:00:00,57.531823914568534,57.6667674924315,57.08200512466861,57.28892135620117,23672700
2017-01-26 05:00:00,57.68475820149169,58.062604299166274,57.17196167603456,57.819698333740234,43554600
2017-01-27 05:00:00,58.827288329618185,59.29510361565924,58.3774696350264,59.17814636230469,44818000
2017-01-30 05:00:00,59.097193115983465,59.18715549864145,58.29651624205465,58.59339141845703,31651400
2017-01-31 05:00:00,58.35048309147128,58.611378764594185,57.810702017008516,58.16156005859375,25270500
2017-02-01 05:00:00,57.90066012331294,58.134567755047705,57.09998343466633,57.198944091796875,39671500
2017-02-02 05:00:00,56.90206220414507,57.046004042407475,56.452243530594515,56.8300895690918,45827000
2017-02-03 05:00:00,57.12698631728961,57.30691451961857,56.74014188342807,57.28892135620117,30301800
2017-02-06 05:00:00,57.126984793480055,57.26193179958845,56.80311472429585,57.252933502197266,19796400
2017-02-07 05:00:00,57.34289949876482,57.37888239290893,56.884082422016945,57.06401062011719,20277200
2017-02-08 05:00:00,57.18994841373924,57.40586289661825,56.87507670104514,56.9830322265625,18096400
2017-02-09 05:00:00,57.144970032395314,57.97263825352445,56.96504185981554,57.63077163696289,22644400
2017-02-10 05:00:00,57.801710680127144,57.84669530161864,57.55880813782119,57.57680130004883,18170700
2017-02-13 05:00:00,57.79271547229011,58.350493235627525,57.69375479067073,58.224544525146484,22920100
2017-02-14 05:00:00,58.29695757031597,58.57753377731396,57.94396546740372,58.441768646240234,23108400
2017-02-15 05:00:00,58.378404083860204,58.44176021518106,58.070676276101885,58.405555725097656,17005200
2017-02-16 05:00:00,58.59562852095074,59.04817432303936,58.32410518287812,58.396507263183594,20546300
2017-02-17 05:00:00,58.35124966548168,58.55037089881333,58.19738576892545,58.48701477050781,21248800
2017-02-21 05:00:00,58.477963902108094,58.78569170563997,58.333145943763455,58.36935043334961,20655900
2017-02-22 05:00:00,58.22453827054164,58.27884155123569,57.97111375356913,58.25168991088867,19292700
2017-02-23 05:00:00,58.30599232870628,58.58657538717363,58.09782515225963,58.48701477050781,20273100
2017-02-24 05:00:00,58.4055529453721,58.649931515479146,58.052567815484224,58.48701477050781,21796800
2017-02-27 05:00:00,58.41460554037783,58.41460554037783,57.97111264416315,58.134029388427734,15871500
2017-02-28 05:00:00,57.99826039045732,58.10686694247604,57.70862795692494,57.90774917602539,23239800
2017-03-01 05:00:00,58.043505530478065,58.82188464042719,57.943944929998594,58.776634216308594,26937500
2017-03-02 05:00:00,58.550368471873206,58.604671749512725,57.81724314989059,57.934906005859375,24539600
2017-03-03 05:00:00,57.91681544957384,58.1792894006464,57.5819290575199,58.152137756347656,18135900
