Date,Open,High,Low,Close,Volume
2017-01-03 05:00:00,73.98899459278097,75.06933301802339,73.73534624192662,74.68416595458984,13785200
2017-01-04 05:00:00,74.6277796895837,75.39810641025575,74.55262411507178,75.29476928710938,8033100
2017-01-05 05:00:00,75.47326606732683,76.59118211132675,75.36053985598643,76.1778335571289,7805100
2017-01-06 05:00:00,76.3751166280243,77.49302547356615,76.03692366898768,77.22998809814453,8898300
2017-01-09 05:00:00,77.2957217073444,77.4554218939329,76.70388780968956,76.7978286743164,7305300
2017-01-10 05:00:00,76.75087307320021,76.93876201476259,76.2154021324004,76.3844985961914,6017500
2017-01-11 05:00:00,76.32815523951915,76.84484100341797,76.00875470709596,76.84484100341797,7499200
2017-01-12 05:00:00,76.14027223879873,76.53482836118248,75.63298272406304,76.44088745117188,6884000
2017-01-13 05:00:00,76.11205294244373,76.89177580007193,75.89598965293126,76.25296783447266,7291200
2017-01-17 05:00:00,75.86782043850606,76.55359536808551,75.86782043850606,76.33753204345703,6326500
2017-01-18 05:00:00,76.34692968661041,76.87301161693526,76.07450323231622,76.64754486083984,8512300
2017-01-19 05:00:00,76.83543109657145,76.89179419997885,76.47845282960655,76.77906799316406,6479400
2017-01-20 05:00:00,77.11725634099739,77.29574906402091,76.66633716430681,76.88240051269531,9048500
2017-01-23 05:00:00,76.75088495221975,77.31454469691633,76.56300314880848,77.17362976074219,7414200
2017-01-24 05:00:00,77.40849397679753,78.43246210050975,76.89180821064687,78.18821716308594,8397500
2017-01-25 05:00:00,78.71425170582535,79.16517071886273,78.39484416829775,78.81758880615234,9360900
2017-01-26 05:00:00,78.83641720475931,78.83641720475931,78.04730491699331,78.1976089477539,8428200
2017-01-27 05:00:00,78.2727275858117,78.7236537996277,77.89695693550318,78.69546508789062,5445900
2017-01-30 05:00:00,78.41368208820084,78.66732328413555,77.65275133316408,78.62974548339844,8792800
2017-01-31 05:00:00,77.15482459800498,78.23516270812141,77.12664304884866,77.69969177246094,7479400
2017-02-01 05:00:00,77.87819404437228,78.05667960004087,77.07968566214555,77.44606018066406,7534400
2017-02-02 05:00:00,77.16423350125754,77.6903082844637,76.62876247771375,77.31454467773438,11142300
2017-02-03 05:00:00,80.54616997645756,81.56074909036462,79.95433574362809,80.8655776977539,28079600
2017-02-06 05:00:00,80.85615107985507,80.88433262789317,80.330076403864,80.63069152832031,9665300
2017-02-07 05:00:00,80.75282909212802,81.11920361974249,80.48039546465523,80.58373260498047,8600300
2017-02-08 05:00:00,80.60250544110649,80.64007605822152,79.92611965736334,79.93550872802734,7587700
2017-02-09 05:00:00,80.19856548330259,80.57432904975518,79.73824293010611,80.39584350585938,6554700
2017-02-10 05:00:00,80.60253126062987,80.92193177902843,80.06706020484327,80.69647216796875,10432000
2017-02-13 05:00:00,80.97826864634084,81.44798019804172,80.79038689255228,81.2037353515625,6046300
