Date,Open,High,Low,Close,Volume
2017-01-03 05:00:00,115.3190883733381,117.11799616107344,114.80227772551869,116.14400482177734,20663900
2017-01-04 05:00:00,116.82977680406455,118.92684948772303,116.5713676951255,117.9627914428711,19630900
2017-01-05 05:00:00,118.13175619436748,120.20894731473598,117.59506381534813,119.9306640625,19492200
2017-01-06 05:00:00,120.2387654332926,123.12099122434834,119.2945814822143,122.65387725830078,28545300
2017-01-09 05:00:00,122.79302321222796,124.66150189029945,122.28614581355886,124.13475036621094,22880400
2017-01-10 05:00:00,124.05524873921568,124.7310827979208,123.51855631765717,123.58812713623047,17324600
2017-01-11 05:00:00,123.58811446225079,125.34727403851005,123.29989036267582,125.31745147705078,18356500
2017-01-12 05:00:00,124.84039386447363,125.95353440529988,124.0353591239852,125.84420776367188,18653900
2017-01-13 05:00:00,126.70886699594072,128.47796731023993,126.58960708850768,127.55365753173828,24884300
2017-01-17 05:00:00,127.2554968652084,127.55366180908811,126.61942631138737,127.0865478515625,15294500
2017-01-18 05:00:00,127.62323369108888,127.64310023178156,126.06284582471415,127.13623046875,13145900
2017-01-19 05:00:00,127.44433529699579,127.56361037384733,126.66911554130637,126.76850891113281,12195500
2017-01-20 05:00:00,127.3151531226386,127.69281459697503,126.0032333209322,126.26164245605469,19097200
2017-01-23 05:00:00,126.52997567654357,128.45809182162944,126.17218077162765,128.14004516601562,16593600
2017-01-24 05:00:00,128.58729523767607,129.1040982852717,127.59342222496329,128.5773468017578,15162700
2017-01-25 05:00:00,129.20348027597194,130.93282462532662,128.97489374945926,130.67440795898438,18731300
2017-01-26 05:00:00,130.82352837715024,132.32427138320165,130.63469005106214,131.9664764404297,20020100
2017-01-27 05:00:00,131.86706897120067,132.13541894093672,130.27688119066306,131.37013244628906,19539500
2017-01-30 05:00:00,130.7738048127626,130.7738048127626,128.80594061455596,130.17747497558594,18956100
2017-01-31 05:00:00,129.3724401096563,129.85944331476887,128.72642875813563,129.5215301513672,19790500
2017-02-01 05:00:00,131.43972013641402,132.67212826487602,129.87933205847503,132.41371154785156,50139800
2017-02-02 05:00:00,132.40376803270397,134.6598640871263,129.60103877144377,130.03834533691406,54366400
2017-02-03 05:00:00,130.43589164883477,132.0360277077845,129.95882171297433,130.17747497558594,24804900
2017-02-06 05:00:00,130.17751532808686,131.2509002685547,129.50168879073806,131.2509002685547,17058500
